"PointID"	"x"	"y"	"Density"	"X-Momentum"	"Y-Momentum"	"Energy"	"TKE"	"Omega"	"Pressure"	"Temperature"	"C<sub>p</sub>"	"Mach"	"<greek>m</greek>"	"C<sub>f</sub>_x"	"C<sub>f</sub>_y"	"h"	"y<sup>+</sup>"	"<greek>m</greek><sub>t</sub>"
25	8.407700061800000e-01	-2.097463226217677e-02	9.822944820272967e-01	0.000000000000000e+00	0.000000000000000e+00	2.493489350838239e+00	1.000000000000000e-10	1.596803276875033e-01	9.973957402960034e-01	1.015373453221014e+00	-1.653498224759735e-01	0.000000000000000e+00	2.992880616333556e-08	6.658923771017961e-06	7.937906587599419e-07	-4.894901615222974e-08	1.325443856877547e+02	8.628547313020107e-12	
26	8.290500044819999e-01	-2.236196298315981e-02	9.822256652125624e-01	0.000000000000000e+00	0.000000000000000e+00	2.493429318818406e+00	1.000000000000000e-10	1.512189516476590e-01	9.973717274880733e-01	1.015420145096935e+00	-1.668744452016925e-01	0.000000000000000e+00	2.992986039992968e-08	6.622143357420935e-06	7.780979398290346e-07	-4.925589813210968e-08	1.357920623221534e+02	8.677947145723094e-12	
27	8.170099854470000e-01	-2.376642068849115e-02	9.821538305989524e-01	0.000000000000000e+00	0.000000000000000e+00	2.493385932593755e+00	1.000000000000000e-10	1.511238113801032e-01	9.973543729982154e-01	1.015476742976193e+00	-1.679763175736263e-01	0.000000000000000e+00	2.993113826831008e-08	6.601078954446282e-06	7.641328907246302e-07	-4.976426185505145e-08	1.355942604432809e+02	8.707161329580676e-12	
28	8.046399950980000e-01	-2.518763605296113e-02	9.821221716975546e-01	0.000000000000000e+00	0.000000000000000e+00	2.493447663253530e+00	1.000000000000000e-10	1.434312165165460e-01	9.973790652621268e-01	1.015534618812445e+00	-1.664085547855983e-01	0.000000000000000e+00	2.993244495442893e-08	6.591507787775585e-06	7.513394687021977e-07	-5.033890438907100e-08	1.390478149269023e+02	8.721663768327255e-12	
29	7.919700145720000e-01	-2.662062628442961e-02	9.821386814391857e-01	0.000000000000000e+00	0.000000000000000e+00	2.493596510680305e+00	1.000000000000000e-10	1.366922671385178e-01	9.974386042328364e-01	1.015578169440624e+00	-1.626283026770561e-01	0.000000000000000e+00	2.993342819053673e-08	6.578683150952474e-06	7.379857971362982e-07	-5.073657065589996e-08	1.422639525929486e+02	8.740844561134827e-12	
30	7.790099978450000e-01	-2.806276676215449e-02	9.821571082559118e-01	0.000000000000000e+00	0.000000000000000e+00	2.493734405487065e+00	1.000000000000000e-10	1.253860858405688e-01	9.974937621555394e-01	1.015615275571199e+00	-1.591262123467036e-01	0.000000000000000e+00	2.993426591390882e-08	6.558915244959439e-06	7.236860903644060e-07	-5.102343284196151e-08	1.482716597032673e+02	8.769353797111848e-12	
31	7.657799720760000e-01	-2.951033727360171e-02	9.821547327133927e-01	0.000000000000000e+00	0.000000000000000e+00	2.493777017651856e+00	1.000000000000000e-10	1.204532405539875e-01	9.975108070214561e-01	1.015635086607626e+00	-1.580439986377072e-01	0.000000000000000e+00	2.993471316994498e-08	6.538094581000424e-06	7.090994254587219e-07	-5.109476276988842e-08	1.510070742422720e+02	8.799194289196753e-12	
32	7.522799968720000e-01	-3.096181144522562e-02	9.820987836797651e-01	0.000000000000000e+00	0.000000000000000e+00	2.493717476862985e+00	1.000000000000000e-10	1.204705064085712e-01	9.974869907059097e-01	1.015668695738007e+00	-1.595561456565247e-01	0.000000000000000e+00	2.993547192344140e-08	6.531246469311237e-06	6.958200398821710e-07	-5.140984753737920e-08	1.508936396813045e+02	8.809979584606299e-12	
33	7.385200262070000e-01	-3.241453277608040e-02	9.820705305945497e-01	0.000000000000000e+00	0.000000000000000e+00	2.493733529223848e+00	1.000000000000000e-10	1.122444637234424e-01	9.974934116502561e-01	1.015704453575620e+00	-1.591484666504085e-01	0.000000000000000e+00	2.993627917227620e-08	6.545040758794236e-06	6.844470482073882e-07	-5.188073546283148e-08	1.564385563194727e+02	8.793209592985981e-12	
34	7.245299816130000e-01	-3.386376679305321e-02	9.820817002022241e-01	0.000000000000000e+00	0.000000000000000e+00	2.493832355061879e+00	1.000000000000000e-10	1.088004218274295e-01	9.975329419854680e-01	1.015733153137934e+00	-1.566386040972670e-01	0.000000000000000e+00	2.993692706740550e-08	6.568278916138837e-06	6.736811601461527e-07	-5.236281278111489e-08	1.591418228876687e+02	8.764193412561698e-12	
35	7.103199958800001e-01	-3.530689307158652e-02	9.821060781649059e-01	0.000000000000000e+00	0.000000000000000e+00	2.493968729305541e+00	1.000000000000000e-10	1.087275460756686e-01	9.975874916829323e-01	1.015763484069821e+00	-1.531751312423963e-01	0.000000000000000e+00	2.993761178111762e-08	6.589107020533343e-06	6.622439334320832e-07	-5.287550660249633e-08	1.594291805302960e+02	8.738714744423034e-12	
36	6.958900094030001e-01	-3.674225211597043e-02	9.821432084089797e-01	0.000000000000000e+00	0.000000000000000e+00	2.494100686523222e+00	1.000000000000000e-10	1.028595101313057e-01	9.976402745700027e-01	1.015778825356974e+00	-1.498238368252252e-01	0.000000000000000e+00	2.993795810328965e-08	6.609165240245109e-06	6.502828420437670e-07	-5.324042136229959e-08	1.641122677335258e+02	8.714438811802357e-12	
37	6.812700033190000e-01	-3.816515293304169e-02	9.821705653986393e-01	0.000000000000000e+00	0.000000000000000e+00	2.494206994452159e+00	1.000000000000000e-10	1.027864673327331e-01	9.976827977415768e-01	1.015793827354866e+00	-1.471239529157617e-01	0.000000000000000e+00	2.993829676369685e-08	6.634632913219630e-06	6.383499741820492e-07	-5.365681132997594e-08	1.644697497428896e+02	8.683148915346163e-12	
38	6.664699912070000e-01	-3.957289370556494e-02	9.822134036851591e-01	0.000000000000000e+00	0.000000000000000e+00	2.494322671640566e+00	1.000000000000000e-10	1.003982106830436e-01	9.977290686169377e-01	1.015796633270902e+00	-1.441861195595135e-01	0.000000000000000e+00	2.993836010516653e-08	6.665388382575849e-06	6.263606055964340e-07	-5.400747834345448e-08	1.667666885953086e+02	8.645303272419616e-12	
39	6.514999866490000e-01	-4.096270419333766e-02	9.822510041106531e-01	0.000000000000000e+00	0.000000000000000e+00	2.494436089310648e+00	1.000000000000000e-10	9.623913029768082e-02	9.977744356849688e-01	1.015803935561635e+00	-1.413056707956306e-01	0.000000000000000e+00	2.993852494855313e-08	6.703098780177196e-06	6.143841819984734e-07	-5.447633600446365e-08	1.707587082701384e+02	8.598870735698793e-12	
40	6.363800168040000e-01	-4.233084266562091e-02	9.823070608653488e-01	0.000000000000000e+00	0.000000000000000e+00	2.494567009351940e+00	1.000000000000000e-10	9.458242761895166e-02	9.978268037014835e-01	1.015799278509169e+00	-1.379807173661292e-01	0.000000000000000e+00	2.993841981937662e-08	6.746117876734344e-06	6.021719903872702e-07	-5.489065579056565e-08	1.727667268260920e+02	8.546324548555289e-12	
41	6.211299896240000e-01	-4.367359094194759e-02	9.823597319669959e-01	0.000000000000000e+00	0.000000000000000e+00	2.494694856118473e+00	1.000000000000000e-10	9.316026181028721e-02	9.978779424080942e-01	1.015796871488234e+00	-1.347338153590958e-01	0.000000000000000e+00	2.993836548274186e-08	6.795923062082096e-06	5.897552257287128e-07	-5.540212494869735e-08	1.746859422658907e+02	8.485962309229260e-12	
42	6.057599782940000e-01	-4.498807223669178e-02	9.824315803761632e-01	0.000000000000000e+00	0.000000000000000e+00	2.494843607279991e+00	1.000000000000000e-10	9.184312073994375e-02	9.979374428726988e-01	1.015783147453992e+00	-1.309560080826153e-01	0.000000000000000e+00	2.993805567208742e-08	6.850715140541011e-06	5.768668471650886e-07	-5.586837649458241e-08	1.766088217642851e+02	8.420451722475012e-12	
43	5.902799963950000e-01	-4.627132533375768e-02	9.825022697701919e-01	0.000000000000000e+00	0.000000000000000e+00	2.494996634789528e+00	1.000000000000000e-10	9.187461180737116e-02	9.979986538765109e-01	1.015772364688729e+00	-1.270695951421666e-01	0.000000000000000e+00	2.993781225712598e-08	6.911834924467421e-06	5.635070576752632e-07	-5.643930446542294e-08	1.773527711851018e+02	8.348354879508569e-12	
44	5.747100114820000e-01	-4.751950934859488e-02	9.825966795495410e-01	0.000000000000000e+00	0.000000000000000e+00	2.495178716482963e+00	1.000000000000000e-10	9.079245684110242e-02	9.980714865538811e-01	1.015748889983461e+00	-1.224452981662785e-01	0.000000000000000e+00	2.993728232427019e-08	6.977240267316207e-06	5.493808248289142e-07	-5.695747616968860e-08	1.792162576715415e+02	8.272573654571624e-12	
45	5.590599775310000e-01	-4.872955796694115e-02	9.826959276416597e-01	0.000000000000000e+00	0.000000000000000e+00	2.495375897220326e+00	1.000000000000000e-10	8.932077270423255e-02	9.981503588488223e-01	1.015726564822805e+00	-1.174375334081077e-01	0.000000000000000e+00	2.993677833640675e-08	7.047338429739260e-06	5.344128020181110e-07	-5.755806259689871e-08	1.815333994097587e+02	8.192802796944377e-12	
46	5.433599948880000e-01	-4.989683951066199e-02	9.828233416362950e-01	0.000000000000000e+00	0.000000000000000e+00	2.495610877599199e+00	1.000000000000000e-10	8.929914337334630e-02	9.982443510003663e-01	1.015690520066808e+00	-1.114697777545177e-01	0.000000000000000e+00	2.993596461886857e-08	7.119148558910907e-06	5.182426255415550e-07	-5.808489753076740e-08	1.824743495312967e+02	8.112813018834168e-12	
47	5.276100039480000e-01	-5.101897737545535e-02	9.829527825617486e-01	0.000000000000000e+00	0.000000000000000e+00	2.495848410006297e+00	1.000000000000000e-10	8.861736193655376e-02	9.983393639632004e-01	1.015653428805962e+00	-1.054372086856862e-01	0.000000000000000e+00	2.993512726153561e-08	7.192798182659015e-06	5.007902714797035e-07	-5.864760952975048e-08	1.840644330447506e+02	8.032382886457001e-12	
48	5.118399858470000e-01	-5.209138375948307e-02	9.830868568642600e-01	0.000000000000000e+00	0.000000000000000e+00	2.496072802473670e+00	1.000000000000000e-10	8.863495445416637e-02	9.984291209501442e-01	1.015606214220808e+00	-9.973835237179408e-02	0.000000000000000e+00	2.993406134249039e-08	7.266090764734764e-06	4.817717002215789e-07	-5.914849421183724e-08	1.849799076850470e+02	7.953948451135858e-12	
49	4.960500001910000e-01	-5.311153541819326e-02	9.831914337556197e-01	0.000000000000000e+00	0.000000000000000e+00	2.496227113801706e+00	1.000000000000000e-10	8.848197401271198e-02	9.984908454813544e-01	1.015560969309195e+00	-9.581933451718350e-02	0.000000000000000e+00	2.993303986816986e-08	7.343965045413816e-06	4.614200358270056e-07	-5.972879346573779e-08	1.860991408130090e+02	7.871916456290578e-12	
50	4.802699983120000e-01	-5.407492053959814e-02	9.833000312549989e-01	0.000000000000000e+00	0.000000000000000e+00	2.496371617770649e+00	1.000000000000000e-10	8.882965392415153e-02	9.985486470689273e-01	1.015507592117603e+00	-9.214939244905913e-02	0.000000000000000e+00	2.993183476636032e-08	7.432240811301355e-06	4.399064954107139e-07	-6.032459834778944e-08	1.867919888218220e+02	7.780657898474351e-12	
51	4.645099937920000e-01	-5.497835513414191e-02	9.834180107039281e-01	0.000000000000000e+00	0.000000000000000e+00	2.496546935364199e+00	1.000000000000000e-10	8.918369009141447e-02	9.986187741063427e-01	1.015457072411694e+00	-8.769688213697154e-02	0.000000000000000e+00	2.993069414974446e-08	7.530233758106249e-06	4.169675134546570e-07	-6.106380695055457e-08	1.876152726712257e+02	7.681692058287849e-12	
52	4.487800002100000e-01	-5.581859897363720e-02	9.835581732431019e-01	0.000000000000000e+00	0.000000000000000e+00	2.496770524014962e+00	1.000000000000000e-10	8.981102171787538e-02	9.987082095666424e-01	1.015403294625254e+00	-8.201844021318018e-02	0.000000000000000e+00	2.992947994281787e-08	7.632140501060712e-06	3.920740868716059e-07	-6.185346192576414e-08	1.881915490930795e+02	7.581506511194785e-12	
53	4.331099987030000e-01	-5.659141825851464e-02	9.837134296783688e-01	0.000000000000000e+00	0.000000000000000e+00	2.497015189627490e+00	1.000000000000000e-10	8.983388873811865e-02	9.988060758116475e-01	1.015342523216556e+00	-7.580471037158819e-02	0.000000000000000e+00	2.992810779448156e-08	7.737165118315807e-06	3.649847155784376e-07	-6.264415791825654e-08	1.894619326881407e+02	7.480970063063653e-12	
54	4.174999892710000e-01	-5.729416860686566e-02	9.838791504909722e-01	0.000000000000000e+00	0.000000000000000e+00	2.497274224646532e+00	1.000000000000000e-10	9.058824941934594e-02	9.989096898192573e-01	1.015276814556732e+00	-6.922604322175763e-02	0.000000000000000e+00	2.992662412353187e-08	7.846652448102790e-06	3.355928645810154e-07	-6.345959924292474e-08	1.899778639562314e+02	7.378909635157417e-12	
55	4.019699990750000e-01	-5.792324246601335e-02	9.840555119857539e-01	0.000000000000000e+00	0.000000000000000e+00	2.497553109637664e+00	1.000000000000000e-10	9.273440513157011e-02	9.990212438157032e-01	1.015208219097061e+00	-6.214324979662034e-02	0.000000000000000e+00	2.992507521990381e-08	7.961918648882440e-06	3.037259039281448e-07	-6.433079054485169e-08	1.890863650892119e+02	7.274354104805346e-12	
56	3.865399956700000e-01	-5.847520956655861e-02	9.842447514542874e-01	0.000000000000000e+00	0.000000000000000e+00	2.497854498431893e+00	1.000000000000000e-10	9.409643264598826e-02	9.991417993333870e-01	1.015135511626644e+00	-5.448893121352500e-02	0.000000000000000e+00	2.992343341013040e-08	8.083707597275304e-06	2.691766702909178e-07	-6.525232051192720e-08	1.891219959606094e+02	7.166966341473529e-12	
57	3.712300062180000e-01	-5.894684318665333e-02	9.844473149368217e-01	0.000000000000000e+00	0.000000000000000e+00	2.498180038765905e+00	1.000000000000000e-10	9.411572661041956e-02	9.992720154669839e-01	1.015058906967626e+00	-4.622124019150137e-02	0.000000000000000e+00	2.992170353562383e-08	8.212084282049352e-06	2.316631862018375e-07	-6.623021054696622e-08	1.906139871083225e+02	7.057057941157156e-12	
58	3.560400009160000e-01	-5.933561549045978e-02	9.846684336263029e-01	0.000000000000000e+00	0.000000000000000e+00	2.498546220336750e+00	1.000000000000000e-10	9.564105615406161e-02	9.994184880953131e-01	1.014979716994369e+00	-3.692139077377244e-02	0.000000000000000e+00	2.991991521286726e-08	8.347176742850959e-06	1.909124166950014e-07	-6.728868127118495e-08	1.906216773665471e+02	6.944919975739862e-12	
59	3.409900069240000e-01	-5.963847719943702e-02	9.849089498591274e-01	0.000000000000000e+00	0.000000000000000e+00	2.498935781048487e+00	1.000000000000000e-10	9.746747017842478e-02	9.995743123799982e-01	1.014890069303329e+00	-2.702778539694196e-02	0.000000000000000e+00	2.991789064438267e-08	8.488896249322302e-06	1.466139974395818e-07	-6.836244097045579e-08	1.904124316487663e+02	6.830934235200113e-12	
60	3.261100053790000e-01	-5.985254444802346e-02	9.851679973351769e-01	0.000000000000000e+00	0.000000000000000e+00	2.499350318074738e+00	1.000000000000000e-10	1.019659035476781e-01	9.997401271904884e-01	1.014791517685033e+00	-1.649986092136910e-02	0.000000000000000e+00	2.991566489220492e-08	8.637679030835153e-06	9.842536330110034e-08	-6.946410811821380e-08	1.877450582506194e+02	6.715089280755617e-12	
61	3.113999962810000e-01	-5.997565198183213e-02	9.854434734690263e-01	0.000000000000000e+00	0.000000000000000e+00	2.499796073789762e+00	1.000000000000000e-10	1.044822721820063e-01	9.999184294764869e-01	1.014688773529044e+00	-5.179080857974417e-03	0.000000000000000e+00	2.991334434060436e-08	8.792696909269068e-06	4.599510199250475e-08	-7.062876770480958e-08	1.871236428396279e+02	6.598357199074489e-12	
62	2.968699932100000e-01	-6.000550062925582e-02	9.857284127835869e-01	0.000000000000000e+00	0.000000000000000e+00	2.500260698781838e+00	1.000000000000000e-10	1.044822092936064e-01	1.000104279473306e+00	1.014584003568613e+00	6.620918940045266e-03	0.000000000000000e+00	2.991097791646320e-08	8.955049579095832e-06	-1.104936966367700e-08	-7.189167911723389e-08	1.888843914096698e+02	6.480158499738919e-12	
63	2.825500071050000e-01	-5.994005483718394e-02	9.860321043528717e-01	0.000000000000000e+00	0.000000000000000e+00	2.500743574105450e+00	1.000000000000000e-10	1.075124430908388e-01	1.000297429602738e+00	1.014467404445446e+00	1.888441922147709e-02	0.000000000000000e+00	2.990834416828041e-08	9.125009059615437e-06	-7.315568223784014e-08	-7.315227384213857e-08	1.879697648842615e+02	6.360644795440680e-12	
64	2.684499919410000e-01	-5.977765596976551e-02	9.863549285776104e-01	0.000000000000000e+00	0.000000000000000e+00	2.501268081792182e+00	1.000000000000000e-10	1.107735284799488e-01	1.000507232677418e+00	1.014348084740872e+00	3.220524935988934e-02	0.000000000000000e+00	2.990564881426309e-08	9.303422735181513e-06	-1.408070295756049e-07	-7.449327556827386e-08	1.869971228708723e+02	6.239610995508745e-12	
65	2.545700073240000e-01	-5.951657836311273e-02	9.866999094690505e-01	0.000000000000000e+00	0.000000000000000e+00	2.501847189005002e+00	1.000000000000000e-10	1.182655085653804e-01	1.000738875562533e+00	1.014228202474486e+00	4.691273412905424e-02	0.000000000000000e+00	2.990294059628292e-08	9.490639879590014e-06	-2.145130543584489e-07	-7.593323793587960e-08	1.827629477345897e+02	6.117230001426588e-12	
